_id,company_id,company_name,company_type,business_type_id,business_category,business_type,registered_capital,total_income,net_profit,total_assets,equity,liability,total_expense,debt_ratio,equity_ratio,debt_to_income_ratio,debt_to_equity_ratio,roa,roe,profit_margin,district
64b75d12aa2d4f22592dc408,1.06E+11,ทีเอ็มบุฟเฟ่ต์ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,6913929.8,-1489176.02,324696.02,-427141.56,751837.58,8403105.82,2.315512152,-1.315512152,0.108742438,-1.760160215,-458.6369799,348.6375852,-21.53877842,เขตประเวศ
64b75d12aa2d4f22592dc409,1.06E+11,ทีแอนด์แอล เบฟ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,1485292.52,-574278.18,2313391.92,222882.81,2090509.11,2059570.7,0.903655404,0.096344596,1.407472994,9.379409341,-24.8240765,-257.6592515,-38.66431509,เขตจตุจักร
64b75d12aa2d4f22592dc40a,1.06E+11,ทีแอล นวมินทร์ เอฟซี จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,7000000,18159624.59,-2184102.6,6896091.52,4781278.61,2114812.91,20343727.19,0.306668336,0.693331664,0.116456863,0.442311165,-31.67160113,-45.68030391,-12.02724533,เขตบึงกุ่ม
64b75d12aa2d4f22592dc40b,1.06E+11,ทีแอลซี คูซีน จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,4000000,7072170.95,-689345.02,5387981.62,5113013.01,274968.61,7761515.97,0.051033695,0.948966305,0.038880368,0.053778195,-12.79412345,-13.48216832,-9.747290116,เขตพระโขนง
64b75d12aa2d4f22592dc40c,1.06E+11,ทุเรียนนิสซึ่ม จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,1461992.07,260980.72,803590.04,510980.72,292609.32,1201011.35,0.364127609,0.635872391,0.200144259,0.572642584,32.47684852,51.07447498,17.85103527,เขตดอนเมือง
64b75d12aa2d4f22592dc40d,1.06E+11,ทุ่มโมง จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,3600000,1477589.82,-395138.35,684845.38,-728566.32,1413411.7,1872728.17,2.0638406,-1.0638406,0.956565673,-1.939990446,-57.69745428,54.23505577,-26.74208665,เขตสวนหลวง
64b75d12aa2d4f22592dc40e,1.06E+11,ทู มังกี้ส์ เรสเตอรองต์ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,3178369.95,-1581085.36,2438262.99,-1519163.65,3957426.64,4759455.31,1.623051597,-0.623051597,1.245112024,-2.60500351,-64.84474261,104.0760395,-49.7451645,เขตจอมทอง
64b75d12aa2d4f22592dc40f,1.06E+11,ทู สวีเดส บีอาร์พี จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,4000000,2392238.77,-2646901.43,1820825.49,-3546794.43,5367619.92,5039140.2,2.947904645,-1.947904645,2.243764288,-1.513372152,-145.3682104,74.62799106,-110.6453697,เขตคลองเตย
64b75d12aa2d4f22592dc410,1.06E+11,ทู อาร์ ยูเอสเอ (ไทยแลนด์)  จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,2000000,266586,-1493483.74,184904.51,-905537.49,1090442,1760069.74,5.897325057,-4.897325057,4.090394844,-1.204193103,-807.7054151,164.927875,-560.2258708,เขตคลองเตย
64b75d12aa2d4f22592dc411,1.06E+11,ทู เค ไอ เอ็น ชาบูเฮ้าท์ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,329558.28,-106890.84,178949.6,143109.16,35840.44,436449.12,0.200282314,0.799717686,0.108752965,0.250441272,-59.73237157,-74.69182266,-32.43457879,เขตพญาไท
64b75d12aa2d4f22592dc412,1.06E+11,ทูดาริ เอฟบีซี จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,20000000,66359375.03,-8765670.45,25788753.17,-36495741.42,62284494.59,75125045.48,2.415180532,-1.415180532,0.938593749,-1.706623627,-33.99028403,24.01833778,-13.20939271,เขตวัฒนา
64b75d12aa2d4f22592dc413,1.04E+11,ทูทวินส์ วงศกร,ห้างหุ้นส่วนจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,400000,6632471.14,155889.56,2767299.16,594010.99,2173288.17,6476581.58,0.785346305,0.214653695,0.327673973,3.658666601,5.633274575,26.24354812,2.350399372,เขตสายไหม
64b75d12aa2d4f22592dc414,1.06E+11,ทูบ ชาบู จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,10541439.26,-594156.22,5985859.15,405843.78,5580015.37,11135595.48,0.932199577,0.067800423,0.52934094,13.7491706,-9.92599734,-146.4002282,-5.636386127,เขตภาษีเจริญ
64b75d12aa2d4f22592dc415,1.06E+11,ทูบา ดีไซน์ เฟอร์นิเจอร์แอนด์เรสเตอรอง จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,2000000,1382918.58,-166865.17,3306795.52,3289465.52,17330,1549783.75,0.005240723,0.994759277,0.012531468,0.005268333,-5.046129069,-5.072713758,-12.06616011,เขตวัฒนา
64b75d12aa2d4f22592dc416,1.06E+11,ทูพีบีเอ็น ฟู้ด จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,4212518.42,-530522.29,2168568.06,146829.87,2021738.19,4743040.71,0.932291786,0.067708214,0.479935751,13.76925683,-24.46417522,-361.3176869,-12.59394588,เขตราชเทวี
64b75d12aa2d4f22592dc417,1.06E+11,ทูฟาสคอฟฟี่ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,3000000,191470.33,-1069929.9,1113335.47,-2982394.3,4095729.77,1261400.23,3.678792134,-2.678792134,21.39093702,-1.373302574,-96.10130359,35.87486403,-558.7967076,เขตพระโขนง
64b75d12aa2d4f22592dc418,1.06E+11,ทูฟาสทูสลีพ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,5000000,1397274.56,-14991090.08,17221368.06,-44304084.32,61525452.38,16388364.64,3.572622812,-2.572622812,44.0324716,-1.388708362,-87.04935652,33.83681281,-1072.880772,เขตพระโขนง
64b75d12aa2d4f22592dc419,1.06E+11,ทูฟาสฟู้ด จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,5000000,13206698.74,-16127739.19,10742118.87,-29501966.3,40244085.17,29334437.93,3.746382409,-2.746382409,3.047247913,-1.364115353,-150.1355495,54.66665857,-122.1178699,เขตพระโขนง
64b75d12aa2d4f22592dc41a,1.06E+11,ทูลานี โฮเทลส์ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,4000000,4393104.64,2665113.99,14285915.38,-354272.96,14640188.34,1727990.65,1.024798758,-0.024798758,3.332538043,-41.32459994,18.65553532,-752.2769985,60.6658436,เขตบางแค
64b75d12aa2d4f22592dc41b,1.06E+11,ทเวนตี้ กรุ๊ป จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,341993.02,-203012.97,1418691.43,879797.43,538894,545005.99,0.379852862,0.620147138,1.57574561,0.612520544,-14.30987498,-23.07496738,-59.36172908,เขตบางคอแหลม
64b75d12aa2d4f22592dc41c,1.06E+11,ทเวนตี้ทูโอทรี จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,8254144.44,1061714.05,2092238.15,-2525212.32,4617450.47,7192430.39,2.206943062,-1.206943062,0.559409943,-1.828539499,50.74537284,-42.04454578,12.8627995,เขตจตุจักร
64b75d12aa2d4f22592dc41d,1.06E+11,ทเวนตี้ไนน์ โอ วัน จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,1391278.29,298172.78,1497002.67,1092465.81,404536.86,1093105.51,0.270231221,0.729768779,0.290766314,0.370297044,19.91798585,27.29355713,21.43156996,เขตสะพานสูง
64b75d12aa2d4f22592dc41e,1.06E+11,ทเว้นตี้ โฟร์ โอเค ดอทคอม จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,4000000,232784.61,-697108.75,21244168.35,-12230943.8,33475112.15,929893.36,1.575731824,-0.575731824,143.8029436,-2.736919791,-3.281412285,5.69954994,-299.4651365,เขตบางกะปิ
64b75d12aa2d4f22592dc41f,1.06E+11,ท็อป โซไซตี้ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,145380.37,-3415192.35,2508879.27,-11640674.86,14149554.13,3560572.72,5.639790762,-4.639790762,97.32781757,-1.21552696,-136.1242205,29.33843949,-2349.142701,เขตวัฒนา
64b75d12aa2d4f22592dc420,1.06E+11,ท็อปวัน คลับ บางกอก จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,5000000,18611226.76,186448.45,9867773.92,6219103.34,3648670.58,18424778.31,0.369756199,0.630243801,0.196046753,0.586687563,1.889468197,2.997995689,1.001806342,เขตห้วยขวาง
64b75d12aa2d4f22592dc421,1.06E+11,ท็อปเปมีท(ไทยแลนด์) จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,4000000,22687816.65,-3724849.43,20721374.61,262882.96,20458491.65,26412666.08,0.98731344,0.01268656,0.901739112,77.82357461,-17.97587998,-1416.923117,-16.41783997,เขตวัฒนา
64b75d12aa2d4f22592dc422,1.06E+11,ท่องกี่ภัตตาคาร จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,2141012.77,-1032292.34,165041.22,-1463020.48,1628061.7,3173305.11,9.864576256,-8.864576256,0.760416623,-1.112808551,-625.4754661,70.55898083,-48.21514166,เขตคลองเตย
64b75d12aa2d4f22592dc423,1.06E+11,ท่านหญิง จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,100000,1027034.87,-1374511.03,505168.11,-1731449.94,2236618.05,2401545.9,4.427472767,-3.427472767,2.17774305,-1.291760159,-272.0898257,79.38497084,-133.8329467,เขตบางรัก
64b75d12aa2d4f22592dc424,1.06E+11,ท่าเตียน เทอร์เรส ออฟ มานี จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,1535760.87,-1620290.69,740458.04,-7184670.13,7925128.17,3156051.56,10.70300779,-9.70300779,5.160392041,-1.103060826,-218.822756,22.55205404,-105.5041004,เขตบางคอแหลม
64b75d12aa2d4f22592dc425,1.06E+11,ท้อปคิทเช่น จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,5000000,15357944.5,-1060941.32,7124021.88,761145.9,6362875.98,16418885.82,0.893157838,0.106842162,0.414305181,8.359600939,-14.89244893,-139.387379,-6.908094504,เขตวัฒนา
64b75d12aa2d4f22592dc426,1.06E+11,ท๊อป บิส เอ็นเตอร์ไพรซ์ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,869832.95,-3182748.39,3920290.61,-36797877.66,40718168.27,4052581.34,10.38651782,-9.386517817,46.81148061,-1.10653578,-81.18654219,8.649271622,-365.9034059,เขตยานนาวา
64b75d12aa2d4f22592dc427,1.06E+11,ธนกรซีฟู้ด จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,2000000,6667044.28,245849.49,2763438.72,2539472.18,223966.54,6421194.79,0.08104632,0.91895368,0.033593078,0.08819413,8.896505945,9.681125548,3.687533481,เขตบางขุนเทียน
64b75d12aa2d4f22592dc428,1.06E+11,ธนกรุ๊ป อาหารไทย จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,15000000,3918607.35,-7795317.63,31489072.39,-13318688.67,44807761.06,11713924.98,1.422962242,-0.422962242,11.43461364,-3.364277233,-24.75562803,58.52916772,-198.9308173,เขตบางกอกใหญ่
64b75d12aa2d4f22592dc429,1.06E+11,ธนชัยศิริ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,2000000,3004181.31,-1721526.01,2065694.24,-10013303.81,12078998.05,4725707.32,5.84742786,-4.84742786,4.020728712,-1.206294973,-83.338859,17.19238767,-57.30433128,เขตยานนาวา
64b75d12aa2d4f22592dc42a,1.06E+11,ธนพัฒนาอาหารไทย จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,3000000,13324837.14,-2480632.66,26113794.26,22744403.97,3369390.29,15805469.8,0.12902722,0.87097278,0.252865401,0.148141507,-9.499319154,-10.90656261,-18.61660772,เขตบางกอกใหญ่
64b75d12aa2d4f22592dc42b,1.04E+11,ธนวีร์,ห้างหุ้นส่วนจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,3500000,4791301.21,-357269.75,3076052.93,3001128.35,74924.58,5148570.96,0.024357377,0.975642623,0.015637627,0.02496547,-11.61455144,-11.90451418,-7.456633059,เขตปทุมวัน
64b75d12aa2d4f22592dc42c,1.06E+11,ธนอุดม อุตสาหกรรม จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,3000000,6443507.66,-843942.28,3526693.28,2753445.9,773247.38,7287449.94,0.219255637,0.780744363,0.120004107,0.280828971,-23.93012981,-30.65040355,-13.09755997,เขตบางกอกใหญ่
64b75d12aa2d4f22592dc42d,1.06E+11,ธนัตถ์เพิ่มพูน จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,5107763.36,-679293.55,4174695.87,3850285.62,324410.25,5787056.91,0.077708715,0.922291285,0.063513171,0.084256152,-16.27168951,-17.64267945,-13.29923691,เขตบางรัก
64b75d12aa2d4f22592dc42e,1.06E+11,ธนันท์ชัยรวมรส จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,3359926.72,310917.28,11235261.87,11217062.9,18198.97,3049009.44,0.001619808,0.998380192,0.005416478,0.001622436,2.767334519,2.771824343,9.253692295,เขตบางกอกน้อย
64b75d12aa2d4f22592dc42f,1.06E+11,ธนาพูน จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,2178525.33,244528.22,1113991.06,1051143.59,62847.47,1933997.11,0.056416494,0.943583506,0.028848629,0.059789614,21.95064474,23.26306532,11.22448367,เขตบางเขน
64b75d12aa2d4f22592dc430,1.04E+11,ธนาศิลป์ ฟู๊ด,ห้างหุ้นส่วนจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,2000000,472010.31,-417656.72,737298.92,-117656.72,854955.64,889667.03,1.159578045,-0.159578045,1.81130713,-7.266526213,-56.64686448,354.9790611,-88.48466043,เขตสายไหม
64b75d12aa2d4f22592dc431,1.06E+11,ธนเพชร อาหาร จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,3000000,4431251.78,-22303.55,5984061.03,5515823.1,468237.93,4453555.33,0.078247519,0.921752481,0.105667191,0.084889947,-0.372715951,-0.404355789,-0.503323916,เขตบางกอกใหญ่
64b75d12aa2d4f22592dc432,1.06E+11,ธนไพศาลสิน จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,6012723.29,-323942.72,3000548.78,806127.45,2194421.33,6336666.01,0.731339995,0.268660005,0.364962967,2.722176661,-10.79611577,-40.18505014,-5.387620623,เขตบางซื่อ
64b75d12aa2d4f22592dc433,1.06E+11,ธรรมทรรศพร จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,4000000,2275358.05,-165029.14,976950.67,206111.93,770838.74,2440387.19,0.789025243,0.210974757,0.338776897,3.739903556,-16.89226949,-80.06772825,-7.252886639,เขตลาดพร้าว
64b75d12aa2d4f22592dc434,1.06E+11,ธรรมานามัยเฮลท์คูซีน  จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,14971264.1,-1574784.06,11625159,-41149838.39,52774997.39,16546048.16,4.53972263,-3.53972263,3.525086261,-1.282508011,-13.54634427,3.826950777,-10.51871138,เขตยานนาวา
64b75d12aa2d4f22592dc435,1.06E+11,ธัชธนา จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,3000000,34008986.44,-681380.17,34042597.39,32114481.69,1928115.7,34690366.61,0.056638325,0.943361675,0.056694301,0.060038824,-2.001551651,-2.121722457,-2.003529776,เขตประเวศ
64b75d12aa2d4f22592dc436,1.06E+11,ธัญญรีน เอ็นเตอร์ไพรส์ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,4000000,15818475.57,1398619.4,4373774.91,-2374281.85,6748056.76,14419856.17,1.542845002,-0.542845002,0.426593367,-2.842146462,31.97739776,-58.90705015,8.841682587,เขตบางนา
64b75d12aa2d4f22592dc437,1.06E+11,ธัญญ์เดอร์ฟูล จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,5855935.8,325649.88,5174748.2,1291865.72,3882882.48,5530285.92,0.750351965,0.249648035,0.663067802,3.005639379,6.293057506,25.20771896,5.561022032,เขตจอมทอง
64b75d12aa2d4f22592dc438,1.06E+11,ธัญสินี ฟู้ดส์ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,6140219.6,455128.44,1072639.66,1003903.9,68735.76,5685091.16,0.064080942,0.935919058,0.011194349,0.068468466,42.43069289,45.33585735,7.412250207,เขตจอมทอง
64b75d12aa2d4f22592dc439,1.06E+11,ธันวสรา จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,361016.44,-25810.54,1042296.25,1033978.25,8318,386826.98,0.007980457,0.992019543,0.023040502,0.008044657,-2.476315155,-2.49623626,-7.149408487,เขตสะพานสูง
64b75d12aa2d4f22592dc43a,1.06E+11,ธัมดี ไดนิ่ง จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,2000000,1507002.39,-1044755.27,454404.58,-4252580.42,4706985,2551757.66,10.35857737,-9.358577372,3.123409114,-1.106853848,-229.9174163,24.56756056,-69.3267162,เขตบางเขน
64b75d12aa2d4f22592dc43b,1.06E+11,ธาดา ฟู้ดส์ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,5601026.89,341202.57,3630298.69,3536450.9,93847.79,5259824.32,0.025851259,0.974148741,0.016755461,0.026537281,9.398746471,9.648163643,6.091785965,เขตวัฒนา
64b75d12aa2d4f22592dc43c,1.06E+11,ธาตุไฟใหญ่ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,100000,2393197.34,-45528.35,1690231.94,1631432.87,58799.07,2438725.69,0.034787575,0.965212425,0.024569253,0.036041367,-2.693615528,-2.790697113,-1.902406845,เขตบางพลัด
64b75d12aa2d4f22592dc43d,1.06E+11,ธารทะเล เรสโตรองต์ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,15732221.17,-3388646.99,3324458.05,-2694020.1,6018478.15,19120868.16,1.810363692,-0.810363692,0.382557433,-2.234013826,-101.9308091,125.7840277,-21.53953312,เขตบางขุนเทียน
64b75d12aa2d4f22592dc43e,1.06E+11,ธารหลวง จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,2500000,34408613.81,-10269775.76,120932406.3,20864561.78,100067844.5,44678389.57,0.827469225,0.172530775,2.908220746,4.796067398,-8.492161923,-49.22114286,-29.84652569,เขตคลองเตย
64b75d12aa2d4f22592dc43f,1.06E+11,ธิตทาง  จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,5000000,1791896.55,-1020784.82,11142726.95,-9110825.64,20253552.59,2812681.37,1.817647752,-0.817647752,11.30285819,-2.223020546,-9.160996447,11.20408688,-56.96672724,เขตวังทองหลาง
64b75d12aa2d4f22592dc440,2.06E+11,ธิเบต โฮลดิ้ง จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,4000000,4024322.97,-543289.81,805211.12,560343.77,244867.35,4567612.78,0.304103289,0.695896711,0.060846844,0.436994865,-67.4717222,-96.95651832,-13.50015429,เขตคลองเตย
64b75d12aa2d4f22592dc441,1.06E+11,ธีมเวิร์ค รีพับลิค จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,2702755.6,245824.22,1308071.35,1245824.22,62247.13,2456931.38,0.047586953,0.952413047,0.023030987,0.049964617,18.79287548,19.73185431,9.095318126,เขตบางพลัด
64b75d12aa2d4f22592dc442,1.06E+11,ธีรนันท์.ดับเบิ้ลยู พลัส จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,5097951.31,-4647605.55,5244025.75,-24182866.33,29426892.08,9745556.86,5.61150793,-4.61150793,5.772297594,-1.216848809,-88.62667293,19.21858843,-91.16614239,เขตประเวศ
64b75d12aa2d4f22592dc443,1.06E+11,นพดลบึงกาฬวู้ด จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,2620247.01,110498.9,4848643.84,4563955.18,284688.66,2509748.11,0.058715111,0.941284889,0.108649551,0.06237762,2.278965081,2.421121498,4.217117683,เขตบางกอกน้อย
64b75d12aa2d4f22592dc444,1.06E+11,นพพร แอนด์ ซันส์ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,25000000,4167194.36,-13059625.75,112201186.4,15396549.89,96804636.51,17226820.11,0.862777299,0.137222701,23.23017074,6.287423949,-11.63947207,-84.8217675,-313.3913281,เขตราชเทวี
64b75d12aa2d4f22592dc445,1.06E+11,นพรส จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,56299442.21,369267.83,42760700.1,7706471.47,35054228.63,55930174.38,0.81977677,0.18022323,0.622639004,4.548674288,0.863568251,4.791658951,0.655899624,เขตราชเทวี
64b75d12aa2d4f22592dc446,1.06E+11,นมะรักษ์ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,588943.39,-193265.21,757316.75,56734.79,700581.96,782208.6,0.925084464,0.074915536,1.189557387,12.34836614,-25.51973266,-340.6467355,-32.81558351,เขตห้วยขวาง
64b75d12aa2d4f22592dc447,1.04E+11,นราทิพย์ เรสเตอรองท์,ห้างหุ้นส่วนจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,1000000,1911601.56,-608266.28,4763191.6,4234476.83,528714.77,2519867.84,0.111000105,0.888999895,0.276582098,0.124859526,-12.77014093,-14.36461467,-31.81972084,เขตบางขุนเทียน
64b75d12aa2d4f22592dc448,1.06E+11,นอนนา เนลล่า จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,8000000,10372412.85,-6416498.44,9661959.93,-6192314.39,15854274.32,16788911.29,1.640896302,-0.640896302,1.52850398,-2.560314823,-66.4099053,103.6203596,-61.86119404,เขตปทุมวัน
64b75d12aa2d4f22592dc449,1.06E+11,นอราง นาราง โคเรียน เรสตอรองส์ จำกัด,บริษัทจำกัด,56101,ที่พักแรมและบริการด้านอาหาร,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,2000000,2154629.59,-534845.98,524096.09,-1530313.18,2054409.27,2689475.57,3.919909553,-2.919909553,0.953486056,-1.342476362,-102.0511296,34.95009956,-24.82310567,เขตบางรัก
